cve_id,vfc
CVE-2021-26259,https://github.com/michaelrsweet/htmldoc/commit/0ddab26a542c74770317b622e985c52430092ba5
CVE-2023-24819,https://github.com/RIOT-OS/RIOT/commit/73615161c01fcfbbc7216cf502cabb12c1598ee4
CVE-2023-31631,https://github.com/openlink/virtuoso-opensource/commit/c77cd981a82a7f6385b174eb818057b2f19d8c09
CVE-2022-3971,https://github.com/matrix-org/matrix-appservice-irc/commit/953c057f952ac7c6547dfdf933d4a0ffcfca572a
CVE-2021-37705,https://github.com/microsoft/onefuzz/commit/bd4248b2b75dc0c1dce2327e90728d9b135984f5
CVE-2023-23144,https://github.com/gpac/gpac/commit/3a2458a49b3e6399709d456d7b35e7a6f50cfb86
CVE-2023-36188,https://github.com/hwchase17/langchain/commit/05aefc6977f611ecdb6e051efd395379061b7714
CVE-2017-5923,https://github.com/VirusTotal/yara/commit/c869ac16178d10ffdc3d3eeb1931dfb08262525b
CVE-2019-15561,https://github.com/vpoliakov/FlashLingo/commit/42537d90087a920210048d6fe32c2d8c801790b9
CVE-2022-24818,https://github.com/geotools/geotools/commit/4f70fa3234391dd0cda883a20ab0ec75688cba49
CVE-2023-2752,https://github.com/thorsten/phpmyfaq/commit/e7599d49b0ece7ceef3a4e8d334782cc3df98be8
CVE-2016-9427,https://github.com/ivmai/bdwgc/commit/1f3c938e5482e3770df2163ab03ed760fd12155a
CVE-2020-23314,https://github.com/jerryscript-project/jerryscript/commit/3bf4b7c9a4c923e66d5e836b598d17501865dc18
CVE-2022-0159,https://github.com/orchardcms/orchardcore/commit/4da927d39a49138527c30db09c962ff706f95202
CVE-2019-18860,https://github.com/squid-cache/squid/commit/95d6ea6b11a1e0c7aa1ea60aea320974ba3ec6b8
CVE-2021-21235,https://github.com/kamadak/exif-rs/commit/f21df24616ea611c5d5d0e0e2f8042eb74d5ff48
CVE-2022-45061,https://github.com/python/cpython/commit/365a6cb2e43b51a2a0fa80b8b21f489f3a397532
CVE-2022-31180,https://github.com/ericcornelissen/shescape/commit/7ba61dd1c9cd9957a4abfbda73f5a5a2ef681d83
CVE-2021-23445,https://github.com/DataTables/Dist-DataTables/commit/59a8d3f8a3c1138ab08704e783bc52bfe88d7c9b
CVE-2023-34105,https://github.com/ossrs/srs/commit/1d878c2daaf913ad01c6d0bc2f247116c8050338
CVE-2022-24755,https://github.com/bareos/bareos/commit/e8e79984410f5d4f65e199e9e677443c88808a66
CVE-2020-26164,https://github.com/KDE/kdeconnect-kde/commit/8112729eb0f13e6947984416118531078e65580d
CVE-2020-35680,https://github.com/openbsd/src/commit/6c3220444ed06b5796dedfd53a0f4becd903c0d1
CVE-2020-23313,https://github.com/jerryscript-project/jerryscript/commit/da17c7d0b02dee0e37203f2b03c005eae4baaddb
CVE-2014-0206,https://github.com/torvalds/linux/commit/edfbbf388f293d70bf4b7c0bc38774d05e6f711a
CVE-2020-36177,https://github.com/wolfSSL/wolfssl/commit/fb2288c46dd4c864b78f00a47a364b96a09a5c0f
CVE-2017-13140,https://github.com/ImageMagick/ImageMagick/commit/75f7e994e4e990627a5a37385bcc9a0205013645
CVE-2021-31590,https://github.com/pwndoc/pwndoc/commit/0492b8efbee13b408693fe716184ff7e0e8f4ebf
CVE-2017-8345,https://github.com/ImageMagick/ImageMagick/commit/fd6144f89f33f3065b0a8436f9af81ab9561459f
CVE-2022-37734,https://github.com/graphql-java/graphql-java/commit/30ee65a3c3cb1526f0ecdf16b0a2a087516645da
CVE-2021-41121,https://github.com/vyperlang/vyper/commit/eceb7030ecde318094afdff5f27a518768914cbe
CVE-2023-25572,https://github.com/marmelab/react-admin/commit/1dd037c4546efe8e17307d72d126ae6e73b512bb
CVE-2018-17580,https://github.com/appneta/tcpreplay/commit/1feb314a430f7f381176610f00fee9d6bcd07e29
CVE-2023-40175,https://github.com/puma/puma/commit/690155e7d644b80eeef0a6094f9826ee41f1080a
CVE-2022-36098,https://github.com/xwiki/xwiki-platform/commit/4f290d87a8355e967378a1ed6aee23a06ba162eb
CVE-2020-26226,https://github.com/semantic-release/semantic-release/commit/ca90b34c4a9333438cc4d69faeb43362bb991e5a
CVE-2022-21725,https://github.com/tensorflow/tensorflow/commit/3218043d6d3a019756607643cf65574fbfef5d7a
CVE-2022-39365,https://github.com/pimcore/pimcore/commit/08382e1943c6560bf1e0f6224dde4ea0017ca71b
CVE-2018-14351,https://github.com/neomutt/neomutt/commit/3c49c44be9b459d9c616bcaef6eb5d51298c1741
CVE-2017-8799,https://github.com/irods/irods_client_icommands/commit/044b670ab053f3aa6927b6d3ddd688925de7ade1
CVE-2020-10247,https://github.com/MISP/MISP/commit/e24a9eb44c1306adb02c1508e8f266ac6b95b4ed
CVE-2021-23351,https://github.com/pires/go-proxyproto/commit/a368adcec57657ab34c0b53c8f771f2224cc5d30
CVE-2018-9846,https://github.com/roundcube/roundcubemail/commit/aaafe8f9177d29c94fe1c68cc2e19de6d5e50bd8
CVE-2022-25887,https://github.com/apostrophecms/sanitize-html/commit/b6c4971a822b9bc9c0a5fce5f6160dd2397cf260
CVE-2019-20421,https://github.com/Exiv2/exiv2/commit/b5b49ef454f822c8a4a2392b5d5805b88c11f29b
CVE-2023-51713,https://github.com/proftpd/proftpd/commit/f8c156147e0c16b0eb119a90ad49ad0006dfc724
CVE-2016-11020,https://github.com/Kunena/Kunena-Forum/commit/dcba2450eb137a4ff8115fb006ad9d91553938e5
CVE-2020-27619,https://github.com/python/cpython/commit/b664a1df4ee71d3760ab937653b10997081b1794
CVE-2017-11352,https://github.com/ImageMagick/ImageMagick/commit/86cb33143c5b21912187403860a7c26761a3cd23
CVE-2018-9988,https://github.com/ARMmbed/mbedtls/commit/a1098f81c252b317ad34ea978aea2bc47760b215
CVE-2023-27580,https://github.com/codeigniter4/shield/commit/ea9688dd01d100193d834117dbfc2cfabcf9ea0b
CVE-2020-35660,https://github.com/monicahq/monica/commit/faa5b1f6af95a211f4de17f59f3e67567ce68c72
CVE-2022-0574,https://github.com/publify/publify/commit/0e6c66ac2002136517662399bca9d838c80d9739
CVE-2023-28647,https://github.com/nextcloud/ios/commit/788793669fb8bac86c489f2851304160f243f610
CVE-2017-15232,https://github.com/libjpeg-turbo/libjpeg-turbo/commit/1ecd9a5729d78518397889a630e3534bd9d963a8
CVE-2022-3704,https://github.com/codergeek121/rails/commit/be177e4566747b73ff63fd5f529fab564e475ed4
CVE-2022-24780,https://github.com/Combodo/iTop/commit/93f273a28778e5da8e51096f021d2dc1adbf4ef3
CVE-2023-31486,https://github.com/chansen/p5-http-tiny/commit/73bc3211d5e683f5027b335f232795c0fabde31b
CVE-2017-6903,https://github.com/iortcw/iortcw/commit/b248763e4878ef12d5835ece6600be8334f67da1
CVE-2023-32312,https://github.com/umbraco/UmbracoIdentityExtensions/commit/8a29fb31ad62dda57d31451c3b118c8678b394d7
CVE-2022-24871,https://github.com/shopware/platform/commit/083765e2d64a00315050c4891800c9e98ba0c77c
CVE-2023-4127,https://github.com/answerdev/answer/commit/47661dc8a356ce6aa7793f1bd950399292180182
CVE-2012-2139,https://github.com/mikel/mail/commit/29aca25218e4c82991400eb9b0c933626aefc98f
CVE-2020-29128,https://github.com/petl-developers/petl/commit/75501ad55e44ff1968603be71c66342a1f8b7109
CVE-2022-29253,https://github.com/xwiki/xwiki-platform/commit/4917c8f355717bb636d763844528b1fe0f95e8e2
CVE-2015-8958,https://github.com/ImageMagick/ImageMagick/commit/6b4aff0f117b978502ee5bcd6e753c17aec5a961
CVE-2018-1000611,https://github.com/OpenConext/OpenConext-engineblock/commit/1f41d977d40ec833c341a416266aa87345aecae5
CVE-2022-41957,https://github.com/julianhille/MuhammaraJS/commit/06ae97d252a64556ba97a43ea83ec3f9a2fb3305
CVE-2022-39215,https://github.com/tauri-apps/tauri/commit/1f9b9e8d26a2c915390323e161020bcb36d44678
CVE-2022-35952,https://github.com/tensorflow/tensorflow/commit/5f945fc6409a3c1e90d6970c9292f805f6e6ddf2
CVE-2022-24864,https://github.com/github/codeql/commit/c3eba25b0c78300e9dc3d68e1711519369fe1226
CVE-2019-5477,https://github.com/railslink/railslink/commit/e8d2af1fa5ab03fdffbd067ae69477e419ecd876
CVE-2021-43829,https://github.com/Patrowl/PatrowlManager/commit/2287c9715d2e7ef11b44bb0ad4a57727654f2203
CVE-2020-10808,https://github.com/rapid7/metasploit-framework/commit/7c2f65da3698f3b6fb9d8a9e12e4281ad80c5877
CVE-2022-21186,https://github.com/acrontum/filesystem-template/commit/baeb727b60991ad82d9e63ac660883793abc0acc
CVE-2021-21273,https://github.com/matrix-org/synapse/commit/82c067d2e8ecce84c5eefe13d4f9df41933d9c38
CVE-2022-0496,https://github.com/openscad/openscad/commit/00a4692989c4e2f191525f73f24ad8727bacdf41
CVE-2019-13304,https://github.com/ImageMagick/ImageMagick/commit/bfa3b9610c83227894c92b0d312ad327fceb6241
CVE-2017-9500,https://github.com/jsonn/pkgsrc/commit/289f43ecdabc40de19759b51932751b55fd0cf91
CVE-2018-1000636,https://github.com/jerryscript-project/jerryscript/commit/675f06e6b617116dfbf2d8000b44025eac5597a6
CVE-2022-24848,https://github.com/dhis2/dhis2-core/commit/c22e21b9a4c4e40bf3d1428e8587decbb3ca42bb
CVE-2024-0607,https://github.com/torvalds/linux/commit/c301f0981fdd3fd1ffac6836b423c4d7a8e0eb63
CVE-2023-40587,https://github.com/python/cpython/commit/199abac9b1bd6737df6b7d202ffdbf50728a9c50
CVE-2023-46736,https://github.com/espocrm/espocrm/commit/c536cee6375e2088f961af13db7aaa652c983072
CVE-2021-4048,https://github.com/JuliaPackaging/Yggdrasil/commit/4f7277cacf5c8330e21baa9c3374b69e8a1fc265
CVE-2023-44389,https://github.com/zopefoundation/Zope/commit/21dfa78609ffd8b6bd8143805678ebbacae5141a
CVE-2019-3826,https://github.com/prometheus/prometheus/commit/ea254eea5e3c9a12d6f37a25921b7259ff1c4280
CVE-2016-4849,https://github.com/ivywe/geeklog-ivywe/commit/beba390fd86bd991414ebf73e3482966d7115654
CVE-2010-4648,https://github.com/torvalds/linux/commit/0a54917c3fc295cb61f3fb52373c173fd3b69f48
CVE-2023-25666,https://github.com/tensorflow/tensorflow/commit/d0d4e779da0d0f56499c6fa5ba09f0a576cc6b14
CVE-2018-8899,https://github.com/IdentityServer/IdentityServer4/commit/21d0da227f50ac102de469a13bc5a15d2cc0f895
CVE-2022-21703,https://github.com/grafana/grafana/commit/160a6006eb1de036b663af5ceb1ed27da7a0299e
CVE-2022-1507,https://github.com/hpjansson/chafa/commit/e4b777c7b7c144cd16a0ea96108267b1004fe6c9
CVE-2022-37393,https://github.com/rapid7/metasploit-framework/commit/be25e1fc775e63644b87ddae13cb240084560754
CVE-2023-2804,https://github.com/openembedded/openembedded-core/commit/473058bf65ac98f644b1ffd4d5190ee782b824a5
CVE-2022-24894,https://github.com/symfony/symfony/commit/d2f6322af9444ac5cd1ef3ac6f280dbef7f9d1fb
CVE-2023-0860,https://github.com/modoboa/modoboa-installer/commit/63d92b73f3da6971ae4e13d033d625773ac91085
CVE-2019-17596,https://github.com/amartinezfayo/spire/commit/9921e052e08a14d919783cc3d1a5326f9e4a6bcf
CVE-2022-42985,https://github.com/InternationalScratchWiki/mediawiki-scratch-login/commit/3fafc78d965507436b700cee2a78034d0ea7df3d
CVE-2022-36086,https://github.com/rust-osdev/linked-list-allocator/commit/013b0758643943e8df5b17bbb495460ff47e8bbf
CVE-2021-3652,https://github.com/Firstyear/389-ds-base/commit/261d71e72d557c19f405174e2089784834c1b2ae
CVE-2020-6840
CVE-2021-28677,https://github.com/python-pillow/Pillow/commit/496245aa4365d0827390bd0b6fbd11287453b3a1
CVE-2023-44384,https://github.com/discourse/discourse-jira/commit/86d70bc3b40477c90948bf6932024a2288f5ba18
CVE-2019-5624,https://github.com/rapid7/metasploit-framework/commit/6bf824d200b72a3974738b447c7d4977e9d3e016
CVE-2021-41241,https://github.com/nextcloud/server/commit/ec8b2a90e6217e44736e33d924da06bcd35bbca0
CVE-2022-25326,https://github.com/google/fscrypt/commit/97700817e737eabf45033cdb4a42fa5c6e74f877
CVE-2019-13300,https://github.com/ImageMagick/ImageMagick6/commit/5e409ae7a389cdf2ed17469303be3f3f21cec450
CVE-2016-7163,https://github.com/uclouvain/openjpeg/commit/7816ec3a11066642ff2d8d2286680ca91273e40e
CVE-2015-10055,https://github.com/jan-rodriguez/PictureThisWebServer/commit/1724aa0fcf73a92bc81445954c8e3dc5564cea3a
CVE-2021-37621,https://github.com/Exiv2/exiv2/commit/191cd2690608f19335d82ed2be36c7ce8bdc60b9
CVE-2023-25156,https://github.com/kiwitcms/Kiwi/commit/0ed213fa0ddb7a6dc77e3c3b99e8fc90ccdaf46f
CVE-2022-0315,https://github.com/horovod/horovod/commit/b96ecae4dc69fc0a83c7c2d3f1dde600c20a1b41
CVE-2020-11945,https://github.com/squid-cache/squid/commit/80f6e902709e5f65e31054c435a5dcd8af55a4a6
CVE-2017-12192,https://github.com/torvalds/linux/commit/37863c43b2c6464f252862bf2e9768264e961678
CVE-2021-36148,https://github.com/projectacrn/acrn-hypervisor/commit/25c0e3817eb332660dd63d1d4522e63dcc94e79a
CVE-2022-41915,https://github.com/netty/netty/commit/fcd4f4fbfcf5dc45fb5ee2d2100428487c2966bd
CVE-2023-32062,https://github.com/oroinc/OroCalendarBundle/commit/5f4734aa02088191c1c1d90ac0909f48610fe531
CVE-2023-44273,https://github.com/Consensys/gnark-crypto/commit/148b3e10e8423b25e64ee2723ecdd21197eb4f81
CVE-2020-26257,https://github.com/matrix-org/synapse/commit/3ce2f303f15f6ac3dc352298972dc6e04d9b7a8b
CVE-2019-13109,https://github.com/Exiv2/exiv2/commit/a5ac10bb101d5b134809d9ac9dae47937de3363e
CVE-2020-7712,https://github.com/trentm/json/commit/1ec5e4720d59f9f7017dedae0ab50d409edb912c
CVE-2020-7352,https://github.com/rapid7/metasploit-framework/commit/5508bda29e800f64d02b6587fd364dc43dacbaf2
CVE-2023-41330,https://github.com/KnpLabs/snappy/commit/d3b742d61a68bf93866032c2c0a7f1486128b67e
CVE-2023-1065,https://github.com/snyk/kubernetes-monitor/commit/857530e7e8bc2d066c32ac423644c247f9f8c23e
CVE-2023-28844,https://github.com/nextcloud/server/commit/ecf6b7667b8457592d6334e88d2bf54aa4834238
CVE-2023-34449,https://github.com/paritytech/ink/commit/786955825cbf4f9f098c3708799f49c69368cb16
CVE-2022-39256,https://github.com/Orckestra/C1-CMS-Foundation/commit/a68c8387b0acde5bfcb916130cfbb836e0500e76
